,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_white,is_red
920,-1.247860177,-0.577552774,-0.479063294,0.886887504,-0.684941659,-1.043708301,-0.849776027,-0.223828584,0.573882616,-1.276576031,-0.002812659,0.566479775,-0.566479775
921,-0.473545249,-0.730161782,-0.129347495,1.931856361,-0.314549511,1.096354767,0.362342675,0.780102269,-0.489885034,-1.076151953,0.080376398,0.566479775,-0.566479775
922,-0.086387785,-0.669118179,0.220368304,2.308045149,-0.45700803,1.659529259,0.986227301,1.427373477,-0.364735899,0.393624619,-1.167459457,0.566479775,-0.566479775
923,3.010871926,-0.180769354,1.47934518,-0.680565781,0.112826044,-1.550565343,-1.883641978,0.344184925,-1.240779846,1.997017243,0.329943569,-1.765288089,1.765288089
924,0.765358635,-0.119725751,-0.409120134,-0.701465158,0.169809452,-0.255264013,-0.511095801,-1.630652739,-0.740183305,-0.408071693,1.910535653,0.566479775,-0.566479775
925,1.307379085,1.375842523,0.150425144,-0.513370764,1.053052267,-0.818438504,-0.065463926,1.691565807,1.01190459,0.527240671,-0.834703229,-1.765288089,1.765288089
926,-0.241250771,0.368623073,-0.549006454,-0.617867649,0.76813523,-0.029994216,-1.259757353,0.4036282,0.261009778,0.326816593,-0.418757944,-1.765288089,1.765288089
927,-1.170428684,0.30757947,-0.479063294,-0.116282598,-0.656449956,1.040037318,-0.047638651,-1.657071972,0.261009778,0.326816593,2.160102824,0.566479775,-0.566479775
928,0.61049565,-0.730161782,0.010538824,1.033183144,-0.371532919,1.828481606,1.520985551,0.766892653,-0.677608737,-0.007223537,-0.834703229,0.566479775,-0.566479775
929,0.300769679,0.063405058,1.059686221,1.639265081,-0.542483141,0.645815174,0.005837174,1.169785956,-1.115630711,-0.207647615,-1.0842704,0.566479775,-0.566479775
930,-0.938134206,-1.0964234,-0.339176975,1.367573178,-0.741925067,0.476862827,-0.315017776,-0.217223775,-0.427310466,-1.276576031,0.246754512,0.566479775,-0.566479775
931,0.61049565,-0.730161782,-0.269233815,1.785560721,-0.086615881,2.95483059,1.449684451,1.130157106,-0.489885034,-0.541687745,-0.585136058,0.566479775,-0.566479775
932,-0.318682264,-0.241812957,0.220368304,-0.555169518,-0.513991437,-1.156343199,0.861450375,-1.148501738,-0.802757872,-0.007223537,1.245023196,0.566479775,-0.566479775
933,0.145906693,0.124448661,-0.129347495,-0.764163289,0.511709896,-0.762121055,-1.634088128,-0.161082905,0.135860643,1.128512905,0.745888854,-1.765288089,1.765288089
934,0.765358635,0.002361455,-0.199290655,-0.053584467,0.568693304,-0.649486157,-0.421969426,-1.089058463,-1.678801819,-0.942535901,1.660968481,0.566479775,-0.566479775
935,-0.628408235,-1.0964234,0.010538824,0.688343421,-0.513991437,0.420545377,0.041487724,-0.062010782,-0.177012196,-0.808919849,0.163565455,0.566479775,-0.566479775
936,0.533064157,-0.974336194,0.360254623,-0.889559552,-0.45700803,-0.818438504,-0.724999102,-0.884309408,-0.239586763,0.660856723,0.246754512,0.566479775,-0.566479775
937,0.455632664,0.734884691,-0.409120134,-0.743263912,0.910593748,-0.42421636,-1.117155152,1.130157106,1.324777428,1.395745009,-1.0842704,-1.765288089,1.765288089
938,1.075084606,0.9180155,-0.269233815,-0.743263912,1.53741123,-0.593168708,0.362342675,0.832940735,-1.803950955,9.479516154,-0.501947001,-1.765288089,1.765288089
939,-0.008956293,-0.791205385,0.080481984,-0.513370764,-0.570974844,0.25159303,0.291041575,-0.620117078,0.19843521,-0.875727875,0.413132626,0.566479775,-0.566479775
940,-0.008956293,-0.852248988,0.430197783,-0.931358306,-0.542483141,-0.536851258,-0.742824377,-0.95035749,-0.05186306,-1.076151953,0.413132626,0.566479775,-0.566479775
941,-0.008956293,-0.058682148,0.150425144,-0.722364535,-0.343041215,1.715846708,0.986227301,-1.719817651,0.19843521,-0.007223537,2.326480938,0.566479775,-0.566479775
942,-0.628408235,0.795928294,0.570084102,-0.638767026,0.426234785,-1.268978097,-1.723214503,0.535724364,2.138246808,1.328936983,0.080376398,-1.765288089,1.765288089
943,0.0684752,-0.852248988,-0.199290655,3.018623971,-0.485499733,2.166386301,2.162695452,1.879802842,-0.740183305,-0.341263667,-1.0842704,0.566479775,-0.566479775
944,-0.550976742,0.185492264,0.080481984,-0.408873878,-0.570974844,-0.42421636,-0.421969426,-1.095663272,-0.239586763,-1.009343927,0.57951074,0.566479775,-0.566479775
945,-1.402723163,-0.516509171,0.080481984,-0.889559552,-0.143599289,-0.086311665,0.112788824,-1.386274834,0.949330022,0.861280801,0.662699797,0.566479775,-0.566479775
946,0.378201171,1.467407927,-1.528210691,-0.764163289,1.3094776,-0.142629114,-0.118939751,0.321068097,-0.86533244,-0.274455641,-0.585136058,-1.765288089,1.765288089
947,3.088303419,-0.363900164,1.689174659,-0.743263912,0.5402016,-0.762121055,-0.992378227,1.097133065,-0.364735899,0.326816593,-0.585136058,-1.765288089,1.765288089
948,0.145906693,-0.852248988,-0.269233815,0.761491241,-0.257566104,-0.086311665,-0.368493601,0.21208876,-0.364735899,-0.408071693,-0.585136058,0.566479775,-0.566479775
949,0.300769679,2.108365759,-0.618949614,-0.659666404,1.565902934,-0.593168708,-0.564571627,0.568748406,-0.05186306,0.527240671,-1.001081343,-1.765288089,1.765288089
950,-0.550976742,-0.119725751,-1.388324371,1.263076292,-0.656449956,0.25159303,0.87927565,0.898988818,0.010711507,-1.410192083,-1.250648514,0.566479775,-0.566479775
951,-1.170428684,1.589495134,-2.227642289,-0.847760798,0.198301156,-1.10002575,-1.741039778,-0.914031045,1.449926563,0.193200541,1.41140131,-1.765288089,1.765288089
952,3.010871926,0.30757947,1.549288339,-0.576068895,1.110035674,-0.536851258,-0.261541951,1.790637931,-0.552459602,-0.140839589,-0.834703229,-1.765288089,1.765288089
953,-0.473545249,-1.0964234,0.010538824,-0.847760798,-0.599466548,1.040037318,1.253606426,-1.346645985,0.824180887,0.727664749,1.577779424,0.566479775,-0.566479775
954,-1.712449134,-0.241812957,0.080481984,-0.367075124,-0.741925067,1.321624564,1.021877851,-1.974102768,0.886755454,-1.543808135,2.076913767,0.566479775,-0.566479775
955,-0.628408235,-0.730161782,0.010538824,0.364403076,-0.798908474,-0.874755953,-0.582396902,-0.554068996,-0.552459602,0.126392515,0.329943569,0.566479775,-0.566479775
956,-0.860702713,-0.730161782,-0.059404336,-0.847760798,-0.485499733,0.533180276,0.23756575,-0.907426237,1.449926563,0.393624619,0.329943569,0.566479775,-0.566479775
957,0.0684752,2.138887561,0.010538824,-0.680565781,0.369251378,0.25159303,-0.208066126,0.542329173,0.699031751,-0.140839589,-0.834703229,-1.765288089,1.765288089
958,-1.092997192,-0.424943767,0.570084102,-0.889559552,0.568693304,0.92740242,0.255391025,-0.93384547,-0.552459602,-0.541687745,-0.169190773,0.566479775,-0.566479775
959,-1.092997192,-0.30285656,-1.87792649,-0.973157061,-0.513991437,-1.10002575,-1.527136478,-0.752213243,0.886755454,-1.209768005,-1.0842704,0.566479775,-0.566479775
960,-0.163819278,-0.30285656,0.220368304,-0.847760798,-0.570974844,0.645815174,-0.118939751,-1.151804142,0.573882616,0.594048697,0.912266968,0.566479775,-0.566479775
961,0.145906693,-1.0964234,0.010538824,-0.847760798,0.255284563,-0.42421636,0.433643775,-1.10226808,-0.990481575,-0.408071693,0.745888854,0.566479775,-0.566479775
962,-0.163819278,0.002361455,-1.528210691,-0.408873878,-0.343041215,-0.762121055,-0.938902402,-0.322900707,-1.303354414,-0.942535901,-1.0842704,0.566479775,-0.566479775
963,1.849399534,1.223233515,0.709970422,-0.638767026,0.711151822,-0.311581462,-1.134980427,0.766892653,-0.114437628,1.195320931,0.745888854,-1.765288089,1.765288089
964,4.404638796,0.063405058,1.19957254,0.071811796,0.283776267,-1.437930445,-1.438010103,2.219950466,-0.114437628,0.861280801,1.245023196,-1.765288089,1.765288089
965,2.778577448,0.673841088,0.080481984,-0.617867649,1.224002489,-0.593168708,-1.384534278,1.156576339,0.135860643,1.195320931,0.246754512,-1.765288089,1.765288089
966,-0.163819278,0.795928294,-1.73804017,-0.910458929,-0.599466548,-0.762121055,0.6297218,-1.21454982,-1.240779846,-1.276576031,-0.002812659,0.566479775,-0.566479775
967,0.0684752,0.246535867,-0.758835933,-0.722364535,0.682660119,-1.325295547,-1.438010103,0.469676282,0.699031751,-0.408071693,-0.834703229,-1.765288089,1.765288089
968,1.075084606,0.490710279,0.500140943,-0.764163289,0.340759674,-1.381612996,-1.847991428,0.159250295,0.824180887,1.061704879,0.995456025,-1.765288089,1.765288089
969,-0.78327122,-0.547030973,0.430197783,0.510698716,-0.314549511,1.321624564,1.645762476,0.344184925,-0.302161331,-0.474879719,-1.167459457,0.566479775,-0.566479775
970,0.300769679,-0.669118179,2.248719937,1.555667572,-0.656449956,1.321624564,0.968402026,1.097133065,-1.365928981,-0.007223537,-1.417026628,0.566479775,-0.566479775
971,-0.938134206,1.223233515,-1.80798333,-0.764163289,-0.172090993,0.420545377,-0.475445251,-0.76542286,0.511308048,-0.207647615,0.038781869,-1.765288089,1.765288089
972,-0.396113757,0.734884691,-0.758835933,-0.304376992,-0.627958252,-1.043708301,-0.493270526,-1.491951766,0.261009778,0.059584489,2.076913767,0.566479775,-0.566479775
973,-0.705839728,-0.48598737,-0.479063294,0.489799339,0.055842637,0.758450072,0.897100925,0.469676282,0.135860643,-0.808919849,-1.250648514,0.566479775,-0.566479775
974,-0.163819278,-0.119725751,-0.199290655,-0.116282598,-0.570974844,0.589497725,0.611896525,-0.98998634,1.01190459,-0.675303797,1.41140131,0.566479775,-0.566479775
975,2.468851477,0.429666676,1.619231499,-0.471572009,0.568693304,-0.480533809,-1.099329877,1.625517725,-0.427310466,2.397865399,-0.501947001,-1.765288089,1.765288089
976,0.997653114,0.9180155,-1.458267531,-0.659666404,0.796626933,-1.212660648,-0.867601302,0.70084457,-0.302161331,-0.007223537,-0.917892286,-1.765288089,1.765288089
977,-1.092997192,-0.669118179,-0.828779093,-0.722364535,-0.371532919,0.476862827,0.683197625,-0.798446901,-0.05186306,-0.942535901,-0.25237983,0.566479775,-0.566479775
978,-0.318682264,-0.730161782,-0.129347495,1.701963212,-0.029632474,1.096354767,1.146654776,1.22922923,1.387351996,-0.942535901,-0.585136058,0.566479775,-0.566479775
979,1.075084606,0.9180155,-0.199290655,-0.722364535,1.53741123,-0.649486157,0.30886685,0.832940735,-1.803950955,9.679940232,-0.585136058,-1.765288089,1.765288089
980,-0.860702713,-0.119725751,0.080481984,1.095881275,-0.570974844,-0.198946563,-0.315017776,0.175762315,0.761606319,-0.074031563,-0.25237983,0.566479775,-0.566479775
981,0.300769679,0.063405058,1.968947298,-0.596968272,0.483218193,-0.42421636,-1.277582628,0.621586872,1.01190459,1.729785139,0.496321683,-1.765288089,1.765288089
982,-0.008956293,-0.608074576,0.290311463,-0.722364535,-0.77041677,-0.536851258,-0.938902402,-1.293807519,-0.552459602,0.660856723,1.660968481,0.566479775,-0.566479775
983,-0.241250771,-0.241812957,-0.479063294,-0.450672632,-0.428516326,-0.255264013,0.148439374,-0.131361268,-0.239586763,-0.207647615,-1.001081343,0.566479775,-0.566479775
984,2.468851477,1.284277118,-0.618949614,-0.576068895,0.996068859,-0.705803606,-1.206281527,1.559469642,0.010711507,0.727664749,-0.169190773,-1.765288089,1.765288089
985,-0.318682264,-0.730161782,0.220368304,0.009113665,-0.371532919,-0.536851258,-0.029813376,-0.289876666,0.511308048,-0.007223537,0.163565455,0.566479775,-0.566479775
986,2.081694013,0.612797485,0.989743061,-0.680565781,0.996068859,-1.156343199,-1.331058453,0.562143597,-0.239586763,1.061704879,1.161834139,-1.765288089,1.765288089
987,-0.318682264,-0.058682148,-0.059404336,0.40620183,-0.314549511,0.195275581,0.4871196,-0.798446901,-0.990481575,0.126392515,1.41140131,0.566479775,-0.566479775
988,-1.480154656,0.795928294,-1.528210691,-0.868660175,-0.570974844,-1.10002575,-0.742824377,-1.273993094,1.637650266,0.059584489,0.57951074,0.566479775,-0.566479775
989,0.145906693,1.162189912,-1.388324371,-0.743263912,3.104454934,-1.494247894,-1.847991428,0.773497461,0.261009778,2.197441321,-1.0842704,-1.765288089,1.765288089
990,1.617105056,0.551753882,0.849856742,-0.743263912,0.825118637,-1.212660648,-1.669738678,0.793311886,0.386158913,0.126392515,-0.834703229,-1.765288089,1.765288089
991,2.081694013,1.223233515,-0.409120134,-0.722364535,1.565902934,-1.325295547,-0.992378227,0.79661429,-1.741376387,2.999137633,-0.25237983,-1.765288089,1.765288089
992,-0.163819278,0.612797485,-0.549006454,1.388472555,-0.00114077,2.110068852,1.681413026,0.826335927,-1.053056143,-0.207647615,-0.834703229,0.566479775,-0.566479775
993,0.765358635,3.512368629,-0.339176975,-0.701465158,0.910593748,-1.325295547,-1.651913403,0.502700323,0.261009778,-0.408071693,-0.418757944,-1.765288089,1.765288089
994,-0.396113757,-0.241812957,-0.199290655,-0.555169518,-0.884383585,0.364227928,-0.154590301,-1.019707977,0.573882616,0.660856723,0.662699797,0.566479775,-0.566479775
995,0.997653114,-0.547030973,-0.339176975,-0.158081352,-0.713433363,0.026323233,-0.421969426,-0.818261325,-1.303354414,-1.343384057,1.245023196,0.566479775,-0.566479775
996,0.455632664,1.864191347,-2.227642289,0.009113665,0.853610341,-1.437930445,-1.741039778,1.295277312,1.137053725,0.126392515,-0.751514172,-1.765288089,1.765288089
997,-1.247860177,-0.48598737,-0.339176975,1.074981898,-0.741925067,-0.198946563,0.059312999,0.007339705,1.137053725,-1.276576031,0.163565455,0.566479775,-0.566479775
998,-0.163819278,-0.669118179,0.570084102,-0.805962044,0.198301156,-0.536851258,-0.867601302,0.172459911,1.762799402,0.660856723,0.496321683,-1.765288089,1.765288089
999,-1.092997192,-0.119725751,-0.269233815,-0.241678861,-0.684941659,0.871084971,-0.011988101,-1.723120055,-0.364735899,0.260008567,2.076913767,0.566479775,-0.566479775
1000,0.997653114,-0.669118179,0.150425144,-0.868660175,-0.599466548,1.321624564,-0.101114476,-0.963567107,-0.927907008,0.126392515,0.413132626,0.566479775,-0.566479775
1001,-0.860702713,-0.852248988,0.570084102,-0.743263912,-0.798908474,0.082640682,0.397993225,-1.082453655,0.261009778,1.262128957,0.995456025,0.566479775,-0.566479775
1002,-0.241250771,-0.730161782,0.010538824,0.071811796,-0.428516326,-0.593168708,0.059312999,-0.567278612,-0.302161331,0.126392515,0.57951074,0.566479775,-0.566479775
1003,-0.086387785,-0.241812957,0.989743061,-0.826861421,0.283776267,-0.086311665,0.30886685,-1.346645985,-0.615034169,0.059584489,1.827346596,0.566479775,-0.566479775
1004,-1.170428684,-0.791205385,-0.479063294,-0.910458929,-0.599466548,-0.255264013,-0.618047452,-1.47874215,0.573882616,-0.074031563,0.745888854,0.566479775,-0.566479775
1005,-0.241250771,-0.363900164,0.360254623,0.761491241,-0.542483141,-0.818438504,-0.707173827,0.040363746,-1.053056143,0.059584489,0.496321683,0.566479775,-0.566479775
1006,-0.473545249,0.52123208,-0.479063294,-0.649216715,-0.627958252,-0.42421636,-0.511095801,-1.273993094,-1.053056143,-0.808919849,0.745888854,0.566479775,-0.566479775
1007,-1.092997192,-0.058682148,-0.828779093,2.213997952,-0.257566104,-0.255264013,0.897100925,0.9650369,-0.802757872,-0.474879719,-1.333837571,0.566479775,-0.566479775
1008,0.0684752,-0.913292591,2.528492576,-0.826861421,-0.172090993,0.026323233,0.718848175,-0.025684336,0.636457184,0.727664749,-0.917892286,0.566479775,-0.566479775
1009,-0.628408235,-0.363900164,-0.898722253,-0.011785713,-0.400024622,2.053751403,1.164480051,-0.108244439,0.573882616,-1.209768005,-0.25237983,0.566479775,-0.566479775
1010,0.0684752,-1.279554209,0.010538824,1.869158229,-0.143599289,0.195275581,-0.118939751,0.898988818,-0.114437628,-1.209768005,-1.0842704,0.566479775,-0.566479775
1011,-0.163819278,0.9180155,1.19957254,0.030013042,0.112826044,-0.255264013,0.094963549,0.898988818,0.761606319,1.529361061,-0.002812659,-1.765288089,1.765288089
1012,0.0684752,0.002361455,-0.129347495,0.824189373,0.027350933,0.195275581,1.111004226,0.284741651,-0.427310466,-0.608495771,-0.086001716,0.566479775,-0.566479775
1013,-0.241250771,-0.608074576,-0.618949614,0.343503699,-0.428516326,-0.593168708,-0.332843051,-0.732398818,-0.740183305,2.130633295,0.745888854,0.566479775,-0.566479775
1014,1.849399534,-0.058682148,1.40940202,-0.680565781,0.511709896,-0.987390852,-1.616262853,0.136133466,0.886755454,1.529361061,1.577779424,-1.765288089,1.765288089
1015,-0.78327122,0.063405058,-2.017812809,-0.889559552,0.226792859,-0.086311665,0.077138274,-0.421972831,0.010711507,0.059584489,-1.167459457,0.566479775,-0.566479775
1016,-0.473545249,0.246535867,-0.199290655,-0.638767026,2.278195526,-0.874755953,-0.404144151,-0.435182447,-0.239586763,0.460432645,-0.834703229,0.566479775,-0.566479775
1017,0.842790128,0.368623073,0.640027262,0.573396847,-0.172090993,-0.874755953,0.112788824,1.064109024,1.074479157,-0.274455641,-1.001081343,0.566479775,-0.566479775
1018,0.842790128,-1.218510606,-0.409120134,-0.826861421,-0.200582696,1.434259462,1.307082251,-0.025684336,-0.05186306,0.594048697,-0.834703229,0.566479775,-0.566479775
1019,-0.008956293,-0.852248988,-0.269233815,-0.805962044,-0.798908474,-0.987390852,0.932751475,-0.874402196,-0.302161331,3.533601841,0.829077911,0.566479775,-0.566479775
1020,-0.318682264,-0.241812957,0.080481984,1.534768195,-0.428516326,1.659529259,0.932751475,0.631494084,-0.740183305,0.193200541,-0.585136058,0.566479775,-0.566479775
1021,-0.550976742,-0.730161782,-0.479063294,2.433441412,-0.172090993,0.758450072,0.397993225,1.790637931,0.511308048,-1.076151953,-1.417026628,0.566479775,-0.566479775
1022,1.617105056,1.92523495,-0.409120134,-0.722364535,1.138527378,-1.437930445,-1.438010103,0.89238401,0.19843521,-0.742111823,-0.751514172,-1.765288089,1.765288089
1023,0.61049565,0.612797485,1.19957254,0.761491241,-0.713433363,0.871084971,0.6297218,-0.686165161,-0.364735899,-1.744232213,1.827346596,0.566479775,-0.566479775
1024,-0.318682264,-0.30285656,1.689174659,1.346673801,-0.371532919,1.997433954,2.037918527,0.832940735,-1.240779846,0.660856723,-1.001081343,0.566479775,-0.566479775
1025,2.313988491,0.9180155,2.178776777,-0.534270141,0.454726489,-1.156343199,-1.598437578,0.70084457,-0.364735899,1.662977113,1.660968481,-1.765288089,1.765288089
1026,0.145906693,-0.608074576,0.709970422,1.785560721,0.283776267,0.983719869,1.467509726,1.064109024,-2.054249225,-0.742111823,-1.333837571,0.566479775,-0.566479775
1027,-0.78327122,-0.058682148,-0.339176975,-0.116282598,-0.570974844,-0.029994216,0.326692125,-0.653141119,-0.114437628,-0.742111823,-0.086001716,0.566479775,-0.566479775
1028,-0.628408235,-0.730161782,0.010538824,0.510698716,-0.77041677,0.195275581,0.148439374,0.040363746,1.137053725,-0.942535901,-0.25237983,0.566479775,-0.566479775
1029,-0.628408235,-0.424943767,-0.199290655,-0.32527637,-0.627958252,1.772164157,0.433643775,-0.762120455,-0.740183305,0.393624619,0.496321683,0.566479775,-0.566479775
1030,0.455632664,0.551753882,1.19957254,1.576566949,-0.656449956,0.364227928,0.754498725,0.271532035,-0.489885034,-1.209768005,0.662699797,0.566479775,-0.566479775
1031,-0.396113757,0.429666676,-0.549006454,-0.011785713,-0.599466548,0.138958132,-0.011988101,-1.511766191,-0.615034169,-0.608495771,1.98817877,0.566479775,-0.566479775
1032,-0.550976742,-0.48598737,-0.339176975,1.555667572,-0.343041215,2.166386301,1.770539402,0.667820529,-0.302161331,-0.675303797,-0.418757944,0.566479775,-0.566479775
1033,0.223338186,-0.180769354,0.640027262,-0.638767026,0.255284563,0.195275581,-0.992378227,0.079992596,0.761606319,2.130633295,0.745888854,-1.765288089,1.765288089
1034,-0.396113757,-0.669118179,0.080481984,0.55249747,-0.2290744,0.814767522,1.075353676,0.013944513,-0.677608737,-0.074031563,-0.335568887,0.566479775,-0.566479775
1035,1.694536549,-0.608074576,-0.199290655,0.636094978,-0.542483141,5.263846005,1.645762476,-0.240340604,-1.991674658,-1.009343927,0.413132626,0.566479775,-0.566479775
1036,-1.480154656,0.551753882,-1.458267531,-0.910458929,-0.77041677,-1.381612996,-1.152805702,-1.293807519,1.825373969,-0.341263667,0.57951074,0.566479775,-0.566479775
1037,-0.78327122,-0.363900164,0.919799901,0.427101207,-0.314549511,0.871084971,1.556636101,0.347487329,0.261009778,-0.474879719,-1.0842704,0.566479775,-0.566479775
1038,-0.628408235,-0.058682148,-0.269233815,-0.910458929,-0.513991437,-0.029994216,-0.101114476,-0.983381532,-0.615034169,-0.742111823,-0.002812659,0.566479775,-0.566479775
1039,0.920221621,2.016800355,-0.898722253,-0.680565781,1.053052267,-1.10002575,-0.724999102,0.885779201,-0.114437628,0.393624619,-1.0842704,-1.765288089,1.765288089
1040,-0.163819278,1.894713149,-2.087755969,-0.701465158,0.283776267,-1.268978097,-1.616262853,0.832940735,1.575075699,0.928088827,-0.834703229,-1.765288089,1.765288089
1041,-0.705839728,-0.547030973,-0.688892773,-0.450672632,-0.2290744,0.589497725,0.80797455,-0.699374777,-0.364735899,-0.207647615,-0.002812659,0.566479775,-0.566479775
1042,0.0684752,-0.424943767,0.500140943,0.25990619,0.226792859,-0.142629114,1.289256976,0.370604158,0.448733481,-1.543808135,-0.668325115,0.566479775,-0.566479775
1043,-0.860702713,-1.0964234,0.360254623,-0.910458929,-0.713433363,0.364227928,-0.332843051,-0.818261325,1.137053725,0.326816593,-0.002812659,0.566479775,-0.566479775
1044,-0.318682264,-0.913292591,0.010538824,0.33305401,-1.055333808,1.321624564,1.289256976,-0.38894879,0.19843521,-1.076151953,0.496321683,0.566479775,-0.566479775
1045,-1.32529167,-1.157467003,0.010538824,1.785560721,-0.713433363,-0.818438504,-0.297192501,-0.101639631,0.261009778,-1.009343927,0.829077911,0.566479775,-0.566479775
1046,-0.705839728,-0.852248988,-0.129347495,0.092711173,-0.627958252,0.25159303,0.647547075,0.575353214,1.575075699,-0.875727875,-1.6665938,0.566479775,-0.566479775
1047,-0.550976742,-0.974336194,0.640027262,1.827359475,-0.485499733,0.92740242,0.23756575,0.694239762,0.386158913,1.262128957,-0.169190773,0.566479775,-0.566479775
1048,-0.473545249,0.185492264,-0.549006454,-0.722364535,0.226792859,-0.42421636,0.077138274,-0.025684336,0.636457184,0.059584489,-0.917892286,0.566479775,-0.566479775
1049,-0.705839728,-0.363900164,-0.129347495,-0.492471387,-0.485499733,-0.367898911,-0.011988101,-0.157780501,-1.053056143,-0.675303797,-1.583404743,0.566479775,-0.566479775
1050,-0.008956293,-0.608074576,-0.129347495,-0.889559552,-0.542483141,-1.10002575,-0.368493601,-1.828796987,-1.616227252,-1.142959979,1.660968481,0.566479775,-0.566479775
1051,2.00426252,1.040102706,-0.898722253,-0.471572009,0.711151822,-1.268978097,-1.527136478,1.22922923,0.073286075,0.326816593,-0.002812659,-1.765288089,1.765288089
1052,0.223338186,-0.119725751,-0.409120134,-0.764163289,-0.400024622,-0.987390852,0.30886685,-0.289876666,-0.927907008,-1.009343927,-0.834703229,0.566479775,-0.566479775
1053,-0.550976742,-0.119725751,1.129629381,0.531598093,-0.855891882,-0.705803606,-0.493270526,-1.069244039,0.010711507,1.729785139,1.827346596,0.566479775,-0.566479775
1054,-0.938134206,-0.547030973,0.570084102,0.050912419,-0.115107585,1.434259462,0.647547075,-0.230433392,-0.364735899,2.331057373,-0.002812659,0.566479775,-0.566479775
1055,-0.628408235,-0.608074576,1.19957254,0.071811796,-0.086615881,-0.311581462,0.077138274,-0.157780501,-1.303354414,2.999137633,-0.002812659,0.566479775,-0.566479775
1056,0.378201171,-0.241812957,-0.409120134,2.820079889,-0.086615881,0.307910479,1.039703126,1.678356191,-0.114437628,-0.207647615,-0.086001716,0.566479775,-0.566479775
1057,-0.396113757,0.429666676,-2.157699129,-0.555169518,-0.2290744,0.476862827,0.38016795,-0.157780501,0.135860643,-1.209768005,-0.834703229,0.566479775,-0.566479775
1058,0.145906693,1.833669546,-1.038608572,-0.011785713,3.189930045,1.208989666,-0.315017776,0.885779201,0.386158913,-0.207647615,-0.834703229,-1.765288089,1.765288089
1059,-0.550976742,-1.035379797,1.549288339,0.636094978,0.739643526,1.884799056,0.8436251,0.4036282,-2.054249225,-0.942535901,-1.417026628,0.566479775,-0.566479775
1060,-0.396113757,-0.363900164,0.150425144,0.719692487,-0.2290744,0.082640682,-0.083289201,-0.042196357,0.19843521,0.059584489,0.413132626,0.566479775,-0.566479775
1061,-0.396113757,-0.424943767,0.080481984,-0.387974501,-0.627958252,-1.212660648,-1.259757353,-1.069244039,-0.86533244,-0.875727875,-0.002812659,0.566479775,-0.566479775
1062,-0.318682264,-0.852248988,-0.479063294,0.155409304,-0.115107585,-0.480533809,-0.172415576,-0.38894879,-0.802757872,0.059584489,0.246754512,0.566479775,-0.566479775
1063,0.378201171,0.30757947,-1.388324371,-0.785062666,1.167019082,-0.649486157,-1.580612303,0.423442624,-0.364735899,-0.274455641,-0.917892286,-1.765288089,1.765288089
1064,-0.241250771,0.612797485,-2.227642289,-0.847760798,0.397743082,0.082640682,-1.384534278,-0.098337227,0.636457184,0.326816593,0.745888854,-1.765288089,1.765288089
1065,0.455632664,-0.547030973,0.150425144,1.722862589,-0.343041215,1.997433954,1.217955876,1.678356191,0.010711507,1.462553035,-1.333837571,0.566479775,-0.566479775
1066,-0.008956293,1.955756752,-2.017812809,-0.659666404,0.625676711,-0.818438504,-0.528921077,0.90889603,1.950523105,0.260008567,-0.668325115,-1.765288089,1.765288089
1067,0.533064157,-0.30285656,0.500140943,0.25990619,-0.570974844,-1.381612996,0.023662449,-0.289876666,-0.615034169,-0.742111823,0.163565455,0.566479775,-0.566479775
1068,-0.860702713,0.002361455,0.989743061,-0.158081352,-0.77041677,-0.536851258,-0.386318876,-1.21454982,0.448733481,0.594048697,1.494590367,0.566479775,-0.566479775
1069,-0.938134206,-0.119725751,-0.129347495,0.385302453,3.360880267,0.871084971,0.772324,0.169157507,-0.239586763,-0.274455641,-0.917892286,0.566479775,-0.566479775
1070,1.075084606,-0.058682148,0.150425144,1.325774424,0.084334341,0.645815174,2.216171277,1.367930203,-0.302161331,-0.074031563,-0.418757944,0.566479775,-0.566479775
1071,0.145906693,-0.669118179,-0.479063294,-0.847760798,-0.200582696,0.702132623,0.45146905,-0.421972831,1.26220286,0.059584489,-0.25237983,0.566479775,-0.566479775
1072,1.617105056,0.551753882,0.849856742,-0.743263912,0.825118637,-1.212660648,-1.669738678,0.793311886,0.386158913,0.126392515,-0.834703229,-1.765288089,1.765288089
1073,-0.78327122,-0.119725751,-1.388324371,-0.137181975,-0.058124178,-1.381612996,-0.332843051,-0.144570885,-0.364735899,-0.207647615,-1.001081343,0.566479775,-0.566479775
1074,-0.396113757,0.734884691,-0.549006454,-0.785062666,0.597185008,-0.705803606,-1.455835378,0.040363746,1.074479157,0.460432645,0.080376398,-1.765288089,1.765288089
1075,-0.473545249,-0.119725751,-0.409120134,-0.17898073,-0.713433363,-0.255264013,0.077138274,-0.890914216,1.137053725,1.328936983,1.660968481,0.566479775,-0.566479775
1076,2.236556998,0.246535867,1.2695157,-0.638767026,1.366461008,-1.381612996,-1.830166153,0.578655618,0.010711507,0.794472775,0.912266968,-1.765288089,1.765288089
1077,0.223338186,0.246535867,1.2695157,1.534768195,-0.400024622,1.490576911,1.217955876,1.22922923,-0.802757872,-0.474879719,-1.250648514,0.566479775,-0.566479775
